row,original_id,field_name,original_value,varied_value,variation_type,entity_type,duplicate_id
37,cec1871a-b5c8-4060-89c7-35079d592a7b,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD23
37,cec1871a-b5c8-4060-89c7-35079d592a7b,email,Allen.Renal@dept.healthcare.org,Allek.Renal@dept.healthcare.org,Email Typo,ContactPoint,CP_SD23
38,d24f6919-7d1d-439e-b453-6a9b7ecbcd45,fax,+31219-957937,+35219-957937,Fax Number Typo,ContactPoint,CP_SD24
38,d24f6919-7d1d-439e-b453-6a9b7ecbcd45,phone,+31(0)872-208716,+31(0)872-201716,Phone Number Typo,ContactPoint,CP_SD24
38,d24f6919-7d1d-439e-b453-6a9b7ecbcd45,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD24
39,7e39fd94-f850-4bec-a7f5-794c007ea2cb,phone,+31747 857914,+31747 877914,Phone Number Typo,ContactPoint,CP_SD25
39,7e39fd94-f850-4bec-a7f5-794c007ea2cb,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD25
40,c47090c6-bad8-4464-959b-0d078f022246,email,Allen.Pediatric@dept.healthcare.org,AllenmPediatric@dept.healthcare.org,Email Typo,ContactPoint,CP_SD26
40,c47090c6-bad8-4464-959b-0d078f022246,fax,000 3610679,000 3615679,Fax Number Typo,ContactPoint,CP_SD26
41,28986430-fabd-4787-bd5a-95ecc315c8b0,email,Ibarra.Primary@dept.healthcare.org,IbarradPrimary@dept.healthcare.org,Email Typo,ContactPoint,CP_SD27
41,28986430-fabd-4787-bd5a-95ecc315c8b0,phone,(0338) 007752,(0338) 006752,Phone Number Typo,ContactPoint,CP_SD27
42,88bf1035-d8cf-4d5c-b35c-f88bfae203e1,email,Ibarra.Gynecologic@dept.healthcare.org,Ibarrk.Gynecologic@dept.healthcare.org,Email Typo,ContactPoint,CP_SD28
43,50bbd1c7-f01c-4cc7-bb87-c961fa17e092,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD33
44,689f2d23-100a-4f24-8dd1-5beb5d98abc9,phone,054-0275331,054-0275361,Phone Number Typo,ContactPoint,CP_SD30
44,689f2d23-100a-4f24-8dd1-5beb5d98abc9,fax,+31(0)58-1229381,+31(0)58-1259381,Fax Number Typo,ContactPoint,CP_SD30
45,e9e1a3d1-1a12-4068-815c-77ed779571dd,phone,(0359)-559906,(0359)-559966,Phone Number Typo,ContactPoint,CP_SD31
45,e9e1a3d1-1a12-4068-815c-77ed779571dd,email,Ibarra.Speech@dept.healthcare.org,Ibarra.Splech@dept.healthcare.org,Email Typo,ContactPoint,CP_SD31
46,da47b8f9-cee4-4404-9648-1f4b0c747a90,email,Ibarra.Neurologic@dept.healthcare.org,Ibagra.Neurologic@dept.healthcare.org,Email Typo,ContactPoint,CP_SD32
46,da47b8f9-cee4-4404-9648-1f4b0c747a90,fax,+3176-5445627,+3176-7445627,Fax Number Typo,ContactPoint,CP_SD32
47,5351c342-5b7c-48ed-b239-6f882516de06,fax,(007) 7131339,(001) 7131339,Fax Number Typo,ContactPoint,CP_SD33
47,5351c342-5b7c-48ed-b239-6f882516de06,phone,(0145) 901789,(01451 901789,Phone Number Typo,ContactPoint,CP_SD33
48,6efeb18f-aaa6-4ef9-bbb6-ba4c140ab78e,email,Ibarra.Pulmonary@dept.healthcare.org,Ibatra.Pulmonary@dept.healthcare.org,Email Typo,ContactPoint,CP_SD34
48,6efeb18f-aaa6-4ef9-bbb6-ba4c140ab78e,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD34
49,4f5ab827-3b33-445b-952b-c38cce0790d7,fax,0923 808299,0927 808299,Fax Number Typo,ContactPoint,CP_SD35
49,4f5ab827-3b33-445b-952b-c38cce0790d7,phone,(0806) 446410,(6806) 446410,Phone Number Typo,ContactPoint,CP_SD35
49,4f5ab827-3b33-445b-952b-c38cce0790d7,email,Griffin.Musculoskeletal@dept.healthcare.org,Griffin.Muscvloskeletal@dept.healthcare.org,Email Typo,ContactPoint,CP_SD35
50,8dfc0cb0-dc97-4aec-8fac-816ce2d371cc,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD36
50,8dfc0cb0-dc97-4aec-8fac-816ce2d371cc,email,Griffin.Respiratory@dept.healthcare.org,Griffin.Reypiratory@dept.healthcare.org,Email Typo,ContactPoint,CP_SD36
51,68aeb048-72ec-4932-a075-44b56eb7b98b,fax,+31(0)99-2009421,+31(0799-2009421,Fax Number Typo,ContactPoint,CP_SD37
51,68aeb048-72ec-4932-a075-44b56eb7b98b,email,Griffin.Psychiatric@dept.healthcare.org,GriffinlPsychiatric@dept.healthcare.org,Email Typo,ContactPoint,CP_SD37
52,d7c5a147-ebd2-452e-b18f-3aee34a25626,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD38
52,d7c5a147-ebd2-452e-b18f-3aee34a25626,fax,+3147 9124838,+3147 9128838,Fax Number Typo,ContactPoint,CP_SD38
52,d7c5a147-ebd2-452e-b18f-3aee34a25626,email,Griffin.Respiratory@dept.healthcare.org,Griffin.Respirftory@dept.healthcare.org,Email Typo,ContactPoint,CP_SD38
53,46c91999-4187-4dc0-aa20-ccea22e87c8d,fax,(0875) 267737,(7875) 267737,Fax Number Typo,ContactPoint,CP_SD39
53,46c91999-4187-4dc0-aa20-ccea22e87c8d,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD39
54,c40421fb-18fb-4f2c-9602-a43750ea62aa,phone,+31(0)378 207287,+31(0)378 208287,Phone Number Typo,ContactPoint,CP_SD40
55,9e3589b2-eb14-4394-bd70-57fbc7caa96b,email,Griffin.Respiratory@dept.healthcare.org,Griffii.Respiratory@dept.healthcare.org,Email Typo,ContactPoint,CP_SD41
55,9e3589b2-eb14-4394-bd70-57fbc7caa96b,phone,+31956-110289,+31956-180289,Phone Number Typo,ContactPoint,CP_SD41
56,91db735e-dc21-43e8-902e-4f400a013a86,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD42
56,91db735e-dc21-43e8-902e-4f400a013a86,phone,+31(0)049 493858,+31(7)049 493858,Phone Number Typo,ContactPoint,CP_SD42
57,e1f51fdc-c203-453a-8b78-44b004747134,phone,+31(0)25-1238274,+31(0)20-1238274,Phone Number Typo,ContactPoint,CP_SD43
58,b11826f6-66c3-400c-9cae-80b846695f55,email,Griffin.Diet@dept.healthcare.org,Grlffin.Diet@dept.healthcare.org,Email Typo,ContactPoint,CP_SD44
58,b11826f6-66c3-400c-9cae-80b846695f55,fax,(019) 0391103,(019) 1391103,Fax Number Typo,ContactPoint,CP_SD44
59,77059fa8-56be-4bee-a67c-4de762f8d20a,fax,020 5749452,02005749452,Fax Number Typo,ContactPoint,CP_SD45
60,c46e1738-790b-4990-a428-da2ed8900991,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD46
61,8a8ed273-ece1-4e8b-85cc-70a1a49266c9,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD47
61,8a8ed273-ece1-4e8b-85cc-70a1a49266c9,fax,+31(0)215-271250,+31(0)215-071250,Fax Number Typo,ContactPoint,CP_SD47
62,8e95ef6a-b675-4f65-b8e1-c5e6648b1a36,phone,0469 145886,04692145886,Phone Number Typo,ContactPoint,CP_SD48
62,8e95ef6a-b675-4f65-b8e1-c5e6648b1a36,fax,041-7347030,041-7347090,Fax Number Typo,ContactPoint,CP_SD48
63,6db16e7a-23e0-484e-bc30-9d334ea8c3b1,phone,0546-698497,0546-198497,Phone Number Typo,ContactPoint,CP_SD49
63,6db16e7a-23e0-484e-bc30-9d334ea8c3b1,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD49
64,fef5a551-87a9-4185-9166-465bb0464634,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD50
64,fef5a551-87a9-4185-9166-465bb0464634,phone,049 7612433,049 7612933,Phone Number Typo,ContactPoint,CP_SD50
64,fef5a551-87a9-4185-9166-465bb0464634,email,FigueroaStrong.Cardiovascular@dept.healthcare.org,FigueroaStrong.Caraiovascular@dept.healthcare.org,Email Typo,ContactPoint,CP_SD50
65,6278f95a-7438-4b47-aa83-c504ebbc854b,fax,+31292 592965,+31292 092965,Fax Number Typo,ContactPoint,CP_SD51
65,6278f95a-7438-4b47-aa83-c504ebbc854b,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD51
66,15f66e23-75e6-43b6-b952-7fba397ce787,fax,098-1014243,098-1012243,Fax Number Typo,ContactPoint,CP_SD52
67,11d0fd54-750e-41b1-997e-b2fc26fc574c,email,Parker.Public@dept.healthcare.org,Parker.Purlic@dept.healthcare.org,Email Typo,ContactPoint,CP_SD53
67,11d0fd54-750e-41b1-997e-b2fc26fc574c,phone,+1-461-782-8173,+1-461-788-8173,Phone Number Typo,ContactPoint,CP_SD53
68,16b9315a-eea6-4d23-aaf3-913e301c8730,availableLanguage,"['de', 'en']","['German', 'English']",Language Representation Variation,ContactPoint,CP_SD54
68,16b9315a-eea6-4d23-aaf3-913e301c8730,fax,(802)712-1753x9241,(862)712-1753x9241,Fax Number Typo,ContactPoint,CP_SD54
69,3d550d82-be18-4b30-93b7-9970dd8159b8,email,Parker.Infectious@dept.healthcare.org,Parker.Infecaious@dept.healthcare.org,Email Typo,ContactPoint,CP_SD55
70,cb628a19-a79e-431f-86ad-ad4a37c6c427,phone,875.885.5906,875.883.5906,Phone Number Typo,ContactPoint,CP_SD56
71,a76f80a9-1db9-4322-ad85-ceb25291b049,email,Parker.Pediatric@dept.healthcare.org,Plrker.Pediatric@dept.healthcare.org,Email Typo,ContactPoint,CP_SD57
71,a76f80a9-1db9-4322-ad85-ceb25291b049,phone,856.355.2393,856.355.2593,Phone Number Typo,ContactPoint,CP_SD57
72,b00fecf4-d53a-4c3a-83ff-0b3a5380531c,availableLanguage,['de'],['German'],Language Representation Variation,ContactPoint,CP_SD58
72,b00fecf4-d53a-4c3a-83ff-0b3a5380531c,email,Parker.Obstetric@dept.healthcare.org,Parker.Oustetric@dept.healthcare.org,Email Typo,ContactPoint,CP_SD58
73,c23ce929-89bc-44b6-9da4-01e9b331cf4d,fax,734-342-3528x117,734-342-35287117,Fax Number Typo,ContactPoint,CP_SD59
74,e354f6ae-6d19-4acc-9167-c254a9800a11,phone,(829)381-9675x49717,(859)381-9675x49717,Phone Number Typo,ContactPoint,CP_SD60
74,e354f6ae-6d19-4acc-9167-c254a9800a11,availableLanguage,"['de', 'en']","['German', 'English']",Language Representation Variation,ContactPoint,CP_SD60
75,8e13c327-b461-4c8f-ae16-25f34b4444b5,availableLanguage,['de'],['German'],Language Representation Variation,ContactPoint,CP_SD61
76,367cf088-7f4a-41b5-a72f-abab25edfea9,email,Delgado.Cardiovascular@dept.healthcare.org,Delgado.Caldiovascular@dept.healthcare.org,Email Typo,ContactPoint,CP_SD62
76,367cf088-7f4a-41b5-a72f-abab25edfea9,phone,(022)-5402417,(522)-5402417,Phone Number Typo,ContactPoint,CP_SD62
76,367cf088-7f4a-41b5-a72f-abab25edfea9,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD62
78,51b0a3c5-c9e7-4aba-b5da-3e50822bbc3d,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD64
78,51b0a3c5-c9e7-4aba-b5da-3e50822bbc3d,email,Delgado.Dentistry@dept.healthcare.org,Delgado.Dentistmy@dept.healthcare.org,Email Typo,ContactPoint,CP_SD64
78,51b0a3c5-c9e7-4aba-b5da-3e50822bbc3d,fax,+31666 357058,+316662357058,Fax Number Typo,ContactPoint,CP_SD64
79,322515a5-3a89-491e-b7b9-387b677bd216,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD65
79,322515a5-3a89-491e-b7b9-387b677bd216,email,Delgado.Nursing@dept.healthcare.org,Delgado.Nursnng@dept.healthcare.org,Email Typo,ContactPoint,CP_SD65
80,0a4d3590-f9b4-4573-878a-2aafd8dc0cb1,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD66
80,0a4d3590-f9b4-4573-878a-2aafd8dc0cb1,email,Delgado.Public@dept.healthcare.org,Delrado.Public@dept.healthcare.org,Email Typo,ContactPoint,CP_SD66
81,a0e33935-f515-49fd-b68b-604992edb418,email,Delgado.Physiotherapy@dept.healthcare.org,Delgcdo.Physiotherapy@dept.healthcare.org,Email Typo,ContactPoint,CP_SD67
82,8aa97d3f-bd63-47b3-9595-7c157d3e3711,phone,+3181 7857028,+1817 5703828,Phone/Fax Number Typo,ContactPoint,CP_SD69
83,4d668807-a68f-4bb3-8cb6-cfc37e49eb8d,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD70
84,659185b7-664e-4107-99a6-f4165e66ddc3,fax,(0150)-493331,(1504)-331331,Phone/Fax Number Typo,ContactPoint,CP_SD71
85,3b6f2ad2-6ec1-47b0-99bb-f03db6d06615,fax,0857 010951,0858 109511,Phone/Fax Number Typo,ContactPoint,CP_SD72
86,64a335b5-a973-439e-a2c9-b2627ed24723,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD74
87,ea6d5565-3810-4725-952a-4ff52da4d7f2,fax,+31(0)089-028744,+10(8)038-448744,Phone/Fax Number Typo,ContactPoint,CP_SD74
88,92738995-ca89-4d11-8646-356bc28611fd,phone,(0918)-558554,(9185)-554554,Phone/Fax Number Typo,ContactPoint,CP_SD75
89,095e2e87-c893-485b-acbb-85648b3941d5,phone,(045) 1726813,(461) 6813813,Phone/Fax Number Typo,ContactPoint,CP_SD76
90,d44b5548-066d-4e1e-a16b-347d9babbdab,phone,972-699-7024,972-997-2424,Phone/Fax Number Typo,ContactPoint,CP_SD77
91,089f8b86-b99e-43e5-a908-a3aa20adb06e,phone,001-322-740-5966x2026,001-227-059-6203x2026,Phone/Fax Number Typo,ContactPoint,CP_SD78
92,31692d4e-9b24-4fa1-b264-5654489d80b6,availableLanguage,"['de', 'en']","['German', 'English']",Language Representation Variation,ContactPoint,CP_SD79
93,51c756d4-6dda-4925-86d2-5fcc6714224c,email,KimTodd.Midwifery@dept.healthcare.org,KcmTodd.Midwifery@dept.healthcare.org,Email Typo,ContactPoint,CP_SD80
94,749ef679-c161-4767-b28a-85434a974df5,phone,305.568.6116,305.686.1616,Phone/Fax Number Typo,ContactPoint,CP_SD81
95,52c71bbd-94b2-4c54-be2b-0f3a655ff99f,email,Burch.Public@dept.healthcare.org,Burcs.Public@dept.healthcare.org,Email Typo,ContactPoint,CP_SD82
96,8a624be8-c7e2-4825-8fd2-64ff06fb6410,fax,+31(0)68-3403275,+10(8)40-2753275,Phone/Fax Number Typo,ContactPoint,CP_SD83
97,3ab88289-7324-4b18-96b1-a336ba2831ca,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD84
98,b81b7f03-fb0a-4705-8e9a-a076faac8f76,phone,(0164) 630310,(1746) 310310,Phone/Fax Number Typo,ContactPoint,CP_SD85
99,e558abe1-7fc8-42e7-8a2d-e86e6910124a,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD86
100,6706e199-9aaa-4aa8-9bec-11a0d5bccf5e,phone,+31(0)54-7591563,+10(5)59-5631563,Phone/Fax Number Typo,ContactPoint,CP_SD87
101,68f111c6-ddef-4680-9eb8-39597f119389,email,Burch.Diet@dept.healthcare.org,Burlh.Diet@dept.healthcare.org,Email Typo,ContactPoint,CP_SD88
102,10d44b3d-8aca-4410-9c10-126197762b3a,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD89
0,ea4f44cf-eafd-480b-9ec8-633fb73888a4,country,AT,,omission,Address,Ad_SD1
0,42f81126-6c2c-40a7-a4e9-031675f80092,availableLanguage,"['de', 'en']",,omission,ContactPoint,CP_SD1
1,60c36cdd-9937-4592-985a-eb983d9f3e80,text,Chris-Grünberger-Platz 54,,omission,Address,Ad_SD2
1,d41cc2bc-e335-4f8b-91d5-6acf680fe5e2,availableLanguage,"['de', 'en']",,omission,ContactPoint,CP_SD2
2,d35f581e-3648-431f-ae9e-8d0384983111,postalCode,9664,,omission,Address,Ad_SD77
2,74286356-3c91-4458-a4b2-7e8301cbd9c2,availableLanguage,"['de', 'en']",,omission,ContactPoint,CP_SD3
3,b9c4abb6-a6a9-4aab-ac81-1d57b2835bff,text,Richard-Hummer-Weg 9,,omission,Address,Ad_SD4
3,091523be-650f-4375-a0fc-01e2bcd635cc,email,Robinson.Neurologic@dept.healthcare.org,,omission,ContactPoint,CP_SD4
4,853a9135-3ee2-451b-be88-c93319db1d7b,text,Katarina-Rohrer-Gasse 42,,omission,Address,Ad_SD5
4,b5eca796-dc5f-4db7-87b5-2a8b0af01e69,fax,+1-630-332-9229x9211,,omission,ContactPoint,CP_SD5
4,b5eca796-dc5f-4db7-87b5-2a8b0af01e69,phone,+1-491-974-9486x23198,,omission,ContactPoint,CP_SD5
5,faa83536-d3d7-49d5-a430-1b871322439a,text,Biedermannweg 31,,omission,Address,Ad_SD6
5,5536212a-58d7-46da-8f01-3f4e73961f8e,availableLanguage,"['de', 'en']",,omission,ContactPoint,CP_SD6
6,a4b0c73b-f74e-41a1-a2e5-b72606b9370b,country,AT,,omission,Address,Ad_SD7
6,c6d82ceb-a1ac-4d49-8d4d-daab72824622,fax,677.448.6297,,omission,ContactPoint,CP_SD7
6,c6d82ceb-a1ac-4d49-8d4d-daab72824622,phone,001-848-696-7998x32041,,omission,ContactPoint,CP_SD7
7,eb9fc88e-b877-4b59-9f3d-a6ae5295dcaf,text,Mati Inlet 51,,omission,Address,Ad_SD8
7,c784499d-6909-4290-9496-a305314a332e,phone,(813)857-7256,,omission,ContactPoint,CP_SD8
8,ad82e067-ab35-4414-8ed2-b26b1fda2e53,country,EE,,omission,Address,Ad_SD9
8,24fa9196-f801-4987-8008-cccf565e5ae7,availableLanguage,['et'],,omission,ContactPoint,CP_SD9
8,24fa9196-f801-4987-8008-cccf565e5ae7,email,Mcneil.Diet@dept.healthcare.org,,omission,ContactPoint,CP_SD9
9,1c7bc6c8-d62f-4e8c-abca-09663eef04eb,text,Sarv Circle 23,,omission,Address,Ad_SD10
9,2a630fd1-71cf-439d-aa1f-ff41af1b7013,email,Mcneil.Optometric@dept.healthcare.org,,omission,ContactPoint,CP_SD10
10,da595d3e-a0fe-4e1b-b910-18255057df41,postalCode,30330,,omission,Address,Ad_SD11
10,e16e3336-77b1-4e21-bccc-c53ac36a4162,availableLanguage,['et'],,omission,ContactPoint,CP_SD11
10,e16e3336-77b1-4e21-bccc-c53ac36a4162,phone,001-645-542-2375x0579,,omission,ContactPoint,CP_SD11
11,21ab9e3d-fdf4-4f09-bd87-d79311705ee3,text,Raivo Ford 78,,omission,Address,Ad_SD12
11,84ddf869-b816-4f1a-9677-013ba8e19b83,availableLanguage,"['et', 'en']",,omission,ContactPoint,CP_SD12
12,eafe0d1f-6e79-4d5f-9314-70c8acb14314,postalCode,30371,,omission,Address,Ad_SD13
12,eb5d11e8-b6d2-4ba9-a517-3d1cf7fc0bd9,availableLanguage,['et'],,omission,ContactPoint,CP_SD13
12,eb5d11e8-b6d2-4ba9-a517-3d1cf7fc0bd9,phone,001-999-947-8546x92506,,omission,ContactPoint,CP_SD13
13,1ae3237f-aa88-4965-9654-7b4d317588ff,country,NL,,omission,Address,Ad_SD14
13,7df8b7f0-44a1-44d0-96df-fc21b1c2ed56,fax,(033) 6184256,,omission,ContactPoint,CP_SD14
13,7df8b7f0-44a1-44d0-96df-fc21b1c2ed56,phone,+3140-4154353,,omission,ContactPoint,CP_SD14
14,15f82b2f-bc89-4faf-8cf4-627782dcf736,postalCode,1040 RN,,omission,Address,Ad_SD15
14,80082244-1ac5-443b-b7dd-3c21e618d25d,fax,038-9317356,,omission,ContactPoint,CP_SD15
14,80082244-1ac5-443b-b7dd-3c21e618d25d,phone,+31(0)85-2214427,,omission,ContactPoint,CP_SD15
15,100cfe80-2132-4c24-81b3-77bd59eae69a,text,Maritweg 143,,omission,Address,Ad_SD16
15,66ab247a-75fe-400c-8407-32b4ef1772f4,phone,(059)-4724061,,omission,ContactPoint,CP_SD16
16,e31b328e-3a32-4205-9e26-b29d8615ad73,text,Sethring 78,,omission,Address,Ad_SD17
16,a7486875-29bd-4604-bed2-7848c6950d85,availableLanguage,"['nl', 'en']",,omission,ContactPoint,CP_SD17
17,b2b5591a-9d7f-442b-85e2-b0787a3e9905,postalCode,2578 DX,,omission,Address,Ad_SD18
17,49556582-7e54-4d03-aef4-2592ec1c6fe4,fax,+31417-201745,,omission,ContactPoint,CP_SD18
17,49556582-7e54-4d03-aef4-2592ec1c6fe4,email,Peck.Infectious@dept.healthcare.org,,omission,ContactPoint,CP_SD18
18,f2aaaaf0-e8eb-4ae2-9bc1-c77afa29fad9,country,NL,,omission,Address,Ad_SD19
18,047595fb-338b-4372-a00c-ea03b7d52dce,fax,0621 208435,,omission,ContactPoint,CP_SD19
18,047595fb-338b-4372-a00c-ea03b7d52dce,email,Peck.Neurologic@dept.healthcare.org,,omission,ContactPoint,CP_SD19
19,054efa50-4962-473b-a0f9-986ab2363b7e,country,NL,,omission,Address,Ad_SD20
19,a1fa46f3-4668-4cdd-b5f9-8f4110a15299,fax,+31503 374495,,omission,ContactPoint,CP_SD20
19,a1fa46f3-4668-4cdd-b5f9-8f4110a15299,phone,+31(0)327-020290,,omission,ContactPoint,CP_SD20
20,3b6b8130-f687-4f7a-b683-4a01bdb5ff1d,country,NL,,omission,Address,Ad_SD21
20,0aa1ee6f-1b04-4aa4-a3f3-3d5519248947,fax,+31832-948469,,omission,ContactPoint,CP_SD21
20,0aa1ee6f-1b04-4aa4-a3f3-3d5519248947,email,Peck.Rheumatologic@dept.healthcare.org,,omission,ContactPoint,CP_SD21
21,44cfc3ca-c3fa-4764-9fd8-a0ca3b036dfd,postalCode,1965 WF,,omission,Address,Ad_SD22
21,5aa970d9-801a-4ff7-a6cd-d662c4e813db,availableLanguage,"['nl', 'en']",,omission,ContactPoint,CP_SD22
21,5aa970d9-801a-4ff7-a6cd-d662c4e813db,email,Allen.Pathology@dept.healthcare.org,,omission,ContactPoint,CP_SD22
22,2542cff6-0710-41c5-802e-3a7aa1515f1e,country,NL,,omission,Address,Ad_SD23
22,cec1871a-b5c8-4060-89c7-35079d592a7b,fax,+31753 990157,,omission,ContactPoint,CP_SD23
22,cec1871a-b5c8-4060-89c7-35079d592a7b,phone,009-3476195,,omission,ContactPoint,CP_SD23
23,335be677-df1b-425e-af66-be879a4c2227,country,NL,,omission,Address,Ad_SD24
23,d24f6919-7d1d-439e-b453-6a9b7ecbcd45,fax,+31219-957937,,omission,ContactPoint,CP_SD24
23,d24f6919-7d1d-439e-b453-6a9b7ecbcd45,email,Allen.Gastroenterologic@dept.healthcare.org,,omission,ContactPoint,CP_SD24
24,970ea1aa-c76f-48ae-adf3-d0246f88c633,text,Mirteweg 112,,omission,Address,Ad_SD25
24,7e39fd94-f850-4bec-a7f5-794c007ea2cb,email,Allen.Speech@dept.healthcare.org,,omission,ContactPoint,CP_SD25
25,df66946a-0116-4168-bac8-a7602d5df04a,text,Ilseboulevard 58,,omission,Address,Ad_SD26
25,c47090c6-bad8-4464-959b-0d078f022246,availableLanguage,['nl'],,omission,ContactPoint,CP_SD26
25,c47090c6-bad8-4464-959b-0d078f022246,email,Allen.Pediatric@dept.healthcare.org,,omission,ContactPoint,CP_SD26
26,700e6a4f-2543-43f8-b349-f09340601a0d,text,Colinbaan 105,,omission,Address,Ad_SD27
26,28986430-fabd-4787-bd5a-95ecc315c8b0,email,Ibarra.Primary@dept.healthcare.org,,omission,ContactPoint,CP_SD27
27,a7fd116e-d8f5-417f-85bd-ca63a100ba8f,text,Katepad 61,,omission,Address,Ad_SD28
27,88bf1035-d8cf-4d5c-b35c-f88bfae203e1,fax,+3146 6848215,,omission,ContactPoint,CP_SD28
27,88bf1035-d8cf-4d5c-b35c-f88bfae203e1,phone,(0884) 832251,,omission,ContactPoint,CP_SD28
28,929c8ac4-bf28-40fb-a8cb-2f6eee5e256e,postalCode,1392 BN,,omission,Address,Ad_SD29
28,50bbd1c7-f01c-4cc7-bb87-c961fa17e092,email,Ibarra.Optometric@dept.healthcare.org,,omission,ContactPoint,CP_SD33
29,eae9c546-446c-4893-89d3-cdb9ebb9aa72,country,NL,,omission,Address,Ad_SD30
29,689f2d23-100a-4f24-8dd1-5beb5d98abc9,email,Ibarra.Endocrine@dept.healthcare.org,,omission,ContactPoint,CP_SD30
30,f67d2311-33a8-49fd-9091-6a5f97ad1730,text,Kaisingel 138,,omission,Address,Ad_SD31
30,e9e1a3d1-1a12-4068-815c-77ed779571dd,availableLanguage,"['nl', 'en']",,omission,ContactPoint,CP_SD31
30,e9e1a3d1-1a12-4068-815c-77ed779571dd,phone,(0359)-559906,,omission,ContactPoint,CP_SD31
31,317f1e9b-2ee6-416d-b51e-7fc8d6ab5c68,text,Lunaring 21,,omission,Address,Ad_SD32
31,da47b8f9-cee4-4404-9648-1f4b0c747a90,fax,+3176-5445627,,omission,ContactPoint,CP_SD32
32,b41fdcad-e36a-4265-ae51-686507afe1c5,country,NL,,omission,Address,Ad_SD33
32,5351c342-5b7c-48ed-b239-6f882516de06,availableLanguage,['nl'],,omission,ContactPoint,CP_SD33
